held_out,model,mae_fraction,model_lap_s,dp_lap_s,uniform_lap_s,model_gain_s,dp_gain_s,gain_retained_pct,periodic,soc_end_mj,clip_pct,notes
miami-gardens,gbm,0.1636448598130841,86.85568577057133,86.51059298089599,89.10626781387039,2.2505820432990618,2.595674832974396,86.70508396154187,False,1.5343422440162875,0.9345794392523363,"not periodic: ended 0.466 MJ short, so this lap is not repeatable and its time flatters the policy"
miami-gardens,gbm_reg,0.22943697200140958,87.52506774173894,86.51059298089599,89.10626781387039,1.5812000721314519,2.595674832974396,60.9167239303063,False,1.2759114590927343,10.934579439252337,"not periodic: ended 0.724 MJ short, so this lap is not repeatable and its time flatters the policy"
miami-gardens,linear,0.37651799852631374,92.19914583856071,86.51059298089599,89.10626781387039,-3.0928780246903216,2.595674832974396,-119.15506462518566,False,1.7175212824579447,22.897196261682243,"not periodic: ended 0.282 MJ short, so this lap is not repeatable and its time flatters the policy"
miami-gardens,always-deploy,0.8777570093457944,91.41631590913074,86.51059298089599,89.10626781387039,-2.310048095260356,2.595674832974396,-88.99605088874947,False,0.0,96.26168224299066,"not periodic: ended 2.000 MJ short, so this lap is not repeatable and its time flatters the policy"
monte-carlo,gbm,0.22030534351145037,73.19918831642654,72.11059481183824,73.64634679171019,0.4471584752836435,1.5357519798719466,29.11658139753323,True,4.0,0.0,
monte-carlo,gbm_reg,0.28365993180105525,73.5330883179852,72.11059481183824,73.64634679171019,0.11325847372498288,1.5357519798719466,7.374789367644283,True,3.6989492936965784,0.0,
monte-carlo,linear,0.39944311088316,77.11050377341674,72.11059481183824,73.64634679171019,-3.4641569817065516,1.5357519798719466,-225.56747620116357,True,2.5633325589833365,0.0,
monte-carlo,always-deploy,0.890381679389313,76.07062119141467,72.11059481183824,73.64634679171019,-2.424274399704487,1.5357519798719466,-157.85585377572664,False,0.0033019395940514927,94.80916030534351,"not periodic: ended 1.997 MJ short, so this lap is not repeatable and its time flatters the policy"
montreal,gbm,0.08406720741599073,71.80040012332009,71.97815286095988,74.34796229039533,2.5475621670752417,2.369809429435449,107.50071864141997,False,1.059698857173818,0.0,"not periodic: ended 0.940 MJ short, so this lap is not repeatable and its time flatters the policy"
montreal,gbm_reg,0.14785060148439613,72.53361370251537,71.97815286095988,74.34796229039533,1.8143485878799623,2.369809429435449,76.5609489667778,False,0.7643023569670675,3.7079953650057935,"not periodic: ended 1.236 MJ short, so this lap is not repeatable and its time flatters the policy"
montreal,linear,0.2875535519969233,74.2943428959671,71.97815286095988,74.34796229039533,0.05361939442822461,2.369809429435449,2.262603640707015,False,0.750690478410794,13.441483198146004,"not periodic: ended 1.249 MJ short, so this lap is not repeatable and its time flatters the policy"
montreal,always-deploy,0.9515063731170336,75.25805958465311,71.97815286095988,74.34796229039533,-0.9100972942577812,2.369809429435449,-38.40381774810434,False,0.00034300672813524397,93.04750869061414,"not periodic: ended 2.000 MJ short, so this lap is not repeatable and its time flatters the policy"
monza,gbm,0.24275173611111112,80.92297688506338,80.84605117047532,83.19840493365392,2.275428048590541,2.3523537631785985,96.72984073262381,False,0.8190570069616436,6.770833333333333,"not periodic: ended 1.181 MJ short, so this lap is not repeatable and its time flatters the policy"
monza,gbm_reg,0.2740336630632093,81.11624325119381,80.84605117047532,83.19840493365392,2.082161682460111,2.3523537631785985,88.51396907438816,False,1.1121870810178587,0.08680555555555555,"not periodic: ended 0.888 MJ short, so this lap is not repeatable and its time flatters the policy"
monza,linear,0.3184411124610888,84.52130528454268,80.84605117047532,83.19840493365392,-1.3229003508887587,2.3523537631785985,-56.23730459236712,False,1.1690011800428928,29.600694444444443,"not periodic: ended 0.831 MJ short, so this lap is not repeatable and its time flatters the policy"
monza,always-deploy,0.9770399305555556,83.63564501919494,80.84605117047532,83.19840493365392,-0.43724008554102056,2.3523537631785985,-18.587343977982442,False,9.441477244876638e-07,93.40277777777779,"not periodic: ended 2.000 MJ short, so this lap is not repeatable and its time flatters the policy"
sao-paulo,gbm,0.11564344746162927,69.55071145943582,69.27352463686721,71.42984477853703,1.8791333191012143,2.1563201416698234,87.14537710741043,False,1.8728772223707262,0.11806375442739078,"not periodic: ended 0.127 MJ short, so this lap is not repeatable and its time flatters the policy"
sao-paulo,gbm_reg,0.17099385215633148,69.8315084647779,69.27352463686721,71.42984477853703,1.598336313759134,2.1563201416698234,74.12333089470681,False,1.2980641884368902,2.833530106257379,"not periodic: ended 0.702 MJ short, so this lap is not repeatable and its time flatters the policy"
sao-paulo,linear,0.34038902574157853,72.48611988169522,69.27352463686721,71.42984477853703,-1.0562751031581854,2.1563201416698234,-48.98507799218631,False,1.9103814280291769,4.4864226682408495,"not periodic: ended 0.090 MJ short, so this lap is not repeatable and its time flatters the policy"
sao-paulo,always-deploy,0.9076151121605667,73.31559138633246,69.27352463686721,71.42984477853703,-1.8857466077954257,2.1563201416698234,-87.45207037463048,False,0.0,92.32585596221959,"not periodic: ended 2.000 MJ short, so this lap is not repeatable and its time flatters the policy"
shanghai,gbm,0.13348623853211009,98.06952665701428,97.20952265661532,99.77358843131496,1.7040617743006834,2.5640657746996425,66.45936274783352,True,3.205309228988148,0.0,
shanghai,gbm_reg,0.19987963190193264,98.28188716517724,97.20952265661532,99.77358843131496,1.4917012661377242,2.5640657746996425,58.17718409787923,False,1.1904863531612808,0.0,"not periodic: ended 0.810 MJ short, so this lap is not repeatable and its time flatters the policy"
shanghai,linear,0.3197166940964981,103.43864582150393,97.20952265661532,99.77358843131496,-3.665057390188963,2.5640657746996425,-142.93928909129843,False,0.9825214488458301,18.256880733944953,"not periodic: ended 1.017 MJ short, so this lap is not repeatable and its time flatters the policy"
